"Date","Price","Open","High","Low","Vol.","Change %"
"04/17/2025","2.0669","2.0836","2.1137","2.0531","328.25M","-0.81%"
"04/16/2025","2.0837","2.0854","2.1193","2.0374","453.02M","-0.10%"
"04/15/2025","2.0857","2.1271","2.1840","2.0843","392.88M","-1.94%"
"04/14/2025","2.1270","2.1191","2.1781","2.1066","416.34M","0.40%"
"04/13/2025","2.1185","2.1599","2.2348","2.0822","549.37M","-1.92%"
"04/12/2025","2.1601","2.0226","2.1807","2.0045","456.35M","6.81%"
"04/11/2025","2.0224","1.9659","2.0642","1.9475","502.48M","2.87%"
"04/10/2025","1.9659","2.0532","2.0549","1.9250","682.74M","-4.25%"
"04/09/2025","2.0532","1.7954","2.0883","1.7234","1.37B","14.35%"
"04/08/2025","1.7956","1.8975","1.9723","1.7795","951.88M","-5.35%"
"04/07/2025","1.8971","1.9214","1.9989","1.6283","2.16B","-1.26%"
"04/06/2025","1.9214","2.1442","2.1587","1.8669","683.71M","-10.41%"
"04/05/2025","2.1446","2.1299","2.1746","2.1143","229.17M","0.70%"
"04/04/2025","2.1298","2.0633","2.1552","2.0187","696.26M","3.23%"
"04/03/2025","2.0632","2.0230","2.0809","1.9616","753.70M","2.04%"
"04/02/2025","2.0220","2.1360","2.2234","1.9877","834.52M","-5.45%"
"04/01/2025","2.1387","2.0897","2.1947","2.0659","559.13M","2.35%"
"03/31/2025","2.0896","2.1364","2.1391","2.0238","613.96M","-2.18%"
"03/30/2025","2.1363","2.1344","2.2133","2.1091","390.35M","0.09%"
"03/29/2025","2.1343","2.2068","2.2244","2.0625","540.82M","-3.28%"
"03/28/2025","2.2068","2.3403","2.3428","2.1558","581.18M","-5.73%"
"03/27/2025","2.3409","2.3493","2.3898","2.3041","322.28M","-0.36%"
"03/26/2025","2.3493","2.4494","2.4778","2.3298","362.11M","-4.09%"
"03/25/2025","2.4494","2.4502","2.4737","2.4077","289.87M","-0.04%"
"03/24/2025","2.4503","2.4391","2.5013","2.4142","373.50M","0.45%"
"03/23/2025","2.4393","2.3710","2.4396","2.3656","254.73M","2.88%"
"03/22/2025","2.3710","2.3802","2.4162","2.3599","189.14M","-0.38%"
"03/21/2025","2.3801","2.4356","2.4653","2.3588","399.74M","-2.29%"
"03/20/2025","2.4358","2.5461","2.5549","2.3923","610.64M","-4.23%"
"03/19/2025","2.5434","2.2815","2.5806","2.2659","1.11B","11.30%"
"03/18/2025","2.2851","2.3379","2.3392","2.2237","456.47M","-2.27%"
"03/17/2025","2.3381","2.2950","2.3780","2.2950","400.80M","1.91%"
"03/16/2025","2.2944","2.3882","2.4093","2.2699","421.68M","-4.05%"
"03/15/2025","2.3912","2.3553","2.4733","2.3544","413.81M","1.53%"
"03/14/2025","2.3551","2.2441","2.3883","2.2385","537.83M","4.57%"
"03/13/2025","2.2522","2.2388","2.3448","2.2154","717.08M","0.58%"
"03/12/2025","2.2391","2.1724","2.2614","2.1365","740.78M","3.19%"
"03/11/2025","2.1699","2.0181","2.2121","1.9060","1.08B","7.67%"
"03/10/2025","2.0153","2.1361","2.2553","1.9937","1.06B","-5.64%"
"03/09/2025","2.1358","2.3252","2.3505","2.0855","699.58M","-8.10%"
"03/08/2025","2.3239","2.3855","2.4080","2.3041","333.14M","-2.58%"
"03/07/2025","2.3855","2.6030","2.6187","2.3512","1.18B","-8.24%"
"03/06/2025","2.5998","2.5000","2.6432","2.4723","716.44M","3.98%"
"03/05/2025","2.5002","2.4542","2.5375","2.4115","627.19M","1.86%"
"03/04/2025","2.4545","2.3700","2.5331","2.2160","1.49B","2.88%"
"03/03/2025","2.3857","2.9366","2.9436","2.3028","1.78B","-18.76%"
"03/02/2025","2.9366","2.1902","2.9676","2.1757","1.99B","34.09%"
"03/01/2025","2.1901","2.1399","2.2177","2.1221","379.12M","2.08%"
"02/28/2025","2.1455","2.1985","2.1997","1.9554","1.18B","-2.41%"
"02/27/2025","2.1985","2.1978","2.2555","2.1462","596.66M","0.02%"
"02/26/2025","2.1980","2.3213","2.3291","2.1536","903.29M","-5.31%"
"02/25/2025","2.3213","2.2760","2.3627","2.0670","1.73B","2.03%"
"02/24/2025","2.2752","2.5759","2.6028","2.2430","867.28M","-11.67%"
"02/23/2025","2.5756","2.5734","2.5981","2.5214","232.81M","0.06%"
"02/22/2025","2.5742","2.5716","2.6085","2.5542","234.75M","0.11%"
"02/21/2025","2.5714","2.6881","2.7127","2.5091","648.97M","-4.34%"
"02/20/2025","2.6881","2.7379","2.7473","2.6681","420.10M","-1.82%"
"02/19/2025","2.7379","2.5623","2.7450","2.5149","541.70M","6.87%"
"02/18/2025","2.5620","2.6596","2.6680","2.4709","574.83M","-3.67%"
"02/17/2025","2.6596","2.7287","2.7632","2.6087","492.03M","-2.53%"
"02/16/2025","2.7286","2.7623","2.8030","2.6963","329.59M","-1.22%"
"02/15/2025","2.7623","2.7380","2.8304","2.7161","452.74M","0.88%"
"02/14/2025","2.7381","2.5596","2.8285","2.5313","951.13M","6.99%"
"02/13/2025","2.5591","2.4736","2.6010","2.4173","539.11M","3.46%"
"02/12/2025","2.4734","2.4133","2.4944","2.3372","598.43M","2.49%"
"02/11/2025","2.4133","2.4235","2.5276","2.3745","585.08M","-0.42%"
"02/10/2025","2.4234","2.3939","2.4724","2.3256","510.75M","1.24%"
"02/09/2025","2.3939","2.4195","2.5052","2.3131","465.91M","-1.07%"
"02/08/2025","2.4197","2.3971","2.4351","2.3527","384.30M","0.94%"
"02/07/2025","2.3972","2.3267","2.5353","2.2733","1.01B","3.01%"
"02/06/2025","2.3271","2.3799","2.4672","2.2837","186.61M","-2.20%"
"02/05/2025","2.3795","2.5282","2.5673","2.3544","832.06M","-5.90%"
"02/04/2025","2.5287","2.7000","2.7797","2.4261","1.49B","-6.38%"
"02/03/2025","2.7010","2.5800","2.7791","1.8739","4.22B","4.71%"
"02/02/2025","2.5796","2.8779","2.9552","2.4796","1.67B","-10.36%"
"02/01/2025","2.8778","3.0349","3.0709","2.8298","438.89M","-5.17%"
"01/31/2025","3.0349","3.1277","3.1322","3.0034","394.92M","-2.96%"
"01/30/2025","3.1274","3.0679","3.1544","3.0496","416.34M","1.94%"
"01/29/2025","3.0679","3.0579","3.1299","2.9709","623.71M","0.29%"
"01/28/2025","3.0591","3.0548","3.2122","3.0075","837.79M","0.16%"
"01/27/2025","3.0541","2.9654","3.0559","2.6962","1.48B","-2.07%"
"01/26/2025","3.1187","3.1078","3.1435","3.1054","252.94M","0.35%"
"01/25/2025","3.1078","3.1013","3.1422","3.0791","254.44M","0.21%"
"01/24/2025","3.1013","3.1193","3.2033","3.0551","557.77M","-0.57%"
"01/23/2025","3.1191","3.1785","3.1814","3.0385","505.87M","-1.86%"
"01/22/2025","3.1780","3.1738","3.2815","3.1381","494.04M","0.14%"
"01/21/2025","3.1735","3.1036","3.2394","3.0149","848.24M","2.28%"
"01/20/2025","3.1027","2.9591","3.3614","2.9169","1.95B","4.82%"
"01/19/2025","2.9601","3.1964","3.2341","2.8723","1.41B","-9.47%"
"01/18/2025","3.2698","3.2912","3.2965","3.0656","489.88M","-0.66%"
"01/17/2025","3.2914","3.2413","3.3522","3.1794","387.26M","1.50%"
"01/16/2025","3.2428","3.1442","3.3954","2.9350","2.37B","3.17%"
"01/15/2025","3.1431","2.6680","3.1974","2.6511","2.27B","17.80%"
"01/14/2025","2.6682","2.5234","2.6894","2.5135","945.35M","5.74%"
"01/13/2025","2.5235","2.5047","2.5618","2.3363","1.22B","0.75%"
"01/12/2025","2.5047","2.5762","2.5801","2.4718","532.15M","-2.81%"
"01/11/2025","2.5770","2.3412","2.5936","2.3261","848.50M","10.06%"
"01/10/2025","2.3413","2.2726","2.3680","2.2507","608.36M","3.00%"
"01/09/2025","2.2732","2.3737","2.3925","2.2358","705.71M","-4.24%"
"01/08/2025","2.3737","2.2710","2.3964","2.2049","965.19M","4.53%"
"01/07/2025","2.2708","2.4200","2.4647","2.2632","918.08M","-6.16%"
"01/06/2025","2.4198","2.3991","2.4570","2.3745","467.91M","0.86%"
"01/05/2025","2.3991","2.4198","2.4272","2.3324","387.20M","-0.83%"
"01/04/2025","2.4193","2.4550","2.5058","2.4023","436.41M","-1.46%"
"01/03/2025","2.4550","2.4023","2.4777","2.3967","593.42M","2.19%"
"01/02/2025","2.4025","2.3298","2.4475","2.3298","866.95M","3.12%"
"01/01/2025","2.3298","2.0828","2.3508","2.0807","805.25M","11.85%"
