"Date","Price","Open","High","Low","Vol.","Change %"
"05/30/2025","200.85","199.37","201.96","196.78","70.82M","0.45%"
"05/29/2025","199.95","203.57","203.81","198.51","51.48M","-0.23%"
"05/28/2025","200.42","200.59","202.73","199.90","45.34M","0.10%"
"05/27/2025","200.21","198.30","200.74","197.43","56.29M","2.53%"
"05/23/2025","195.27","193.66","197.70","193.46","78.43M","-3.02%"
"05/22/2025","201.36","200.71","202.75","199.70","46.74M","-0.36%"
"05/21/2025","202.09","205.17","207.04","200.71","59.21M","-2.31%"
"05/20/2025","206.86","207.67","208.47","205.03","42.50M","-0.92%"
"05/19/2025","208.78","207.91","209.48","204.26","46.14M","-1.17%"
"05/16/2025","211.26","212.36","212.57","209.77","54.74M","-0.09%"
"05/15/2025","211.45","210.95","212.96","209.54","45.03M","-0.41%"
"05/14/2025","212.33","212.43","213.94","210.58","49.33M","-0.28%"
"05/13/2025","212.93","210.43","213.40","209.00","51.91M","1.02%"
"05/12/2025","210.79","210.97","211.27","206.75","63.78M","6.18%"
"05/09/2025","198.53","199.00","200.54","197.54","36.45M","0.53%"
"05/08/2025","197.49","197.72","200.05","194.68","50.48M","0.63%"
"05/07/2025","196.25","199.17","199.44","193.25","68.62M","-1.14%"
"05/06/2025","198.51","198.21","200.65","197.02","51.22M","-0.19%"
"05/05/2025","198.89","203.10","204.10","198.21","69.02M","-3.15%"
"05/02/2025","205.35","206.09","206.99","202.16","101.01M","-3.74%"
"05/01/2025","213.32","209.08","214.56","208.90","57.37M","0.39%"
"04/30/2025","212.50","209.30","213.58","206.67","52.29M","0.61%"
"04/29/2025","211.21","208.69","212.24","208.37","36.83M","0.51%"
"04/28/2025","210.14","210.00","211.50","207.46","38.74M","0.41%"
"04/25/2025","209.28","206.37","209.75","206.20","38.22M","0.44%"
"04/24/2025","208.37","204.89","208.83","202.94","47.31M","1.84%"
"04/23/2025","204.60","206.00","208.00","202.80","52.93M","2.43%"
"04/22/2025","199.74","196.12","201.59","195.97","52.98M","3.41%"
"04/21/2025","193.16","193.26","193.80","189.81","46.74M","-1.94%"
"04/17/2025","196.98","197.20","198.83","194.42","52.16M","1.39%"
