"Date","Price","Open","High","Low","Vol.","Change %"
"05/30/2025","3.447","3.535","3.564","3.440","122.20K","-2.13%"
"05/29/2025","3.522","3.535","3.576","3.437","180.66K","9.93%"
"05/28/2025","3.204","3.405","3.511","3.152","2.54K","-5.71%"
"05/27/2025","3.398","3.376","3.445","3.214","55.90K","-7.34%"
"05/26/2025","3.667","3.672","3.758","3.643","17.95K","-2.27%"
"05/25/2025","3.752","3.786","3.803","3.745","","12.54%"
"05/23/2025","3.334","3.283","3.350","3.217","60.60K","2.49%"
"05/22/2025","3.253","3.356","3.381","3.238","91.99K","-12.95%"
"05/21/2025","3.737","3.759","3.840","3.678","118.67K","-0.80%"
"05/20/2025","3.767","3.445","3.795","3.444","195.65K","9.13%"
"05/19/2025","3.452","3.640","3.640","3.436","150.36K","3.54%"
"05/16/2025","3.334","3.372","3.449","3.305","141.33K","-0.83%"
"05/15/2025","3.362","3.467","3.499","3.335","152.65K","-3.72%"
"05/14/2025","3.492","3.622","3.635","3.454","119.95K","-4.25%"
"05/13/2025","3.647","3.677","3.728","3.570","130.02K","0.03%"
"05/12/2025","3.646","3.775","3.840","3.608","163.73K","-3.93%"
"05/09/2025","3.795","3.621","3.815","3.613","174.97K","5.65%"
"05/08/2025","3.592","3.632","3.723","3.527","158.75K","-0.80%"
"05/07/2025","3.621","3.487","3.656","3.487","162.37K","4.56%"
"05/06/2025","3.463","3.568","3.648","3.423","200.86K","-2.45%"
"05/05/2025","3.550","3.671","3.747","3.531","161.32K","-2.20%"
"05/02/2025","3.630","3.446","3.673","3.418","140.95K","4.34%"
"05/01/2025","3.479","3.353","3.540","3.340","159.64K","4.60%"
"04/30/2025","3.326","3.380","3.399","3.260","145.96K","-1.77%"
"04/29/2025","3.386","3.320","3.457","3.307","156.57K","6.81%"
"04/28/2025","3.170","2.884","3.187","2.859","2.17K","7.93%"
"04/25/2025","2.937","2.939","2.983","2.868","58.82K","0.24%"
"04/24/2025","2.930","3.011","3.016","2.858","66.98K","-3.04%"
"04/23/2025","3.022","3.046","3.074","2.967","86.14K","0.50%"
"04/22/2025","3.007","3.051","3.095","2.955","133.98K","-5.35%"
"04/21/2025","3.177","3.367","3.391","3.155","117.68K","-2.10%"
"04/17/2025","3.245","3.262","3.334","3.191","145.61K","-0.06%"
"04/16/2025","3.247","3.318","3.318","3.204","150.41K","-2.46%"
"04/15/2025","3.329","3.345","3.378","3.216","143.59K","0.12%"
"04/14/2025","3.325","3.500","3.613","3.312","160.23K","-5.73%"
"04/11/2025","3.527","3.520","3.576","3.394","181.63K","-0.84%"
"04/10/2025","3.557","3.747","3.751","3.466","260.68K","-6.79%"
"04/09/2025","3.816","3.481","3.829","3.336","359.06K","10.13%"
"04/08/2025","3.465","3.630","3.783","3.462","278.15K","-5.20%"
"04/07/2025","3.655","3.811","3.939","3.600","298.84K","-4.74%"
"04/04/2025","3.837","4.119","4.153","3.811","246.55K","-7.27%"
"04/03/2025","4.138","4.011","4.203","3.968","165.41K","2.05%"
"04/02/2025","4.055","3.950","4.089","3.935","141.24K","2.63%"
"04/01/2025","3.951","4.132","4.148","3.934","156.69K","-4.08%"
"03/31/2025","4.119","4.176","4.253","4.055","171.86K","1.33%"
"03/28/2025","4.065","3.915","4.100","3.836","176.36K","2.91%"
"03/27/2025","3.950","3.859","4.016","3.689","5.09K","2.31%"
"03/26/2025","3.861","3.866","3.930","3.813","52.75K","0.55%"
"03/25/2025","3.840","3.909","3.990","3.796","50.29K","-1.89%"
"03/24/2025","3.914","3.880","4.012","3.862","78.99K","-2.73%"
"03/21/2025","4.024","4.035","4.089","3.931","118.07K","-0.35%"
"03/20/2025","4.038","4.280","4.312","4.027","141.55K","-6.38%"
