"Date","Price","Open","High","Low","Vol.","Change %"
"05/27/2025","2,671.87","2,562.86","2,682.57","2,512.16","769.67K","4.21%"
"05/26/2025","2,563.84","2,551.13","2,596.93","2,529.71","406.92K","0.50%"
"05/25/2025","2,551.20","2,530.68","2,553.95","2,467.77","394.65K","0.86%"
"05/24/2025","2,529.32","2,524.39","2,575.62","2,516.82","284.44K","0.11%"
"05/23/2025","2,526.46","2,664.62","2,731.76","2,503.87","1.07M","-5.15%"
"05/22/2025","2,663.77","2,545.88","2,692.31","2,545.70","962.37K","4.40%"
"05/21/2025","2,551.42","2,523.42","2,614.54","2,454.72","1.21M","1.09%"
"05/20/2025","2,523.82","2,528.23","2,587.21","2,446.16","751.55K","-0.17%"
"05/19/2025","2,528.21","2,498.79","2,543.42","2,352.64","961.23K","1.17%"
"05/18/2025","2,498.97","2,475.04","2,585.12","2,340.94","905.26K","0.97%"
"05/17/2025","2,475.04","2,537.14","2,537.14","2,449.57","566.93K","-2.44%"
"05/16/2025","2,537.04","2,545.46","2,646.74","2,531.45","680.35K","-0.44%"
"05/15/2025","2,548.16","2,610.78","2,644.57","2,480.73","862.28K","-2.36%"
"05/14/2025","2,609.68","2,680.04","2,719.25","2,549.01","928.09K","-2.63%"
"05/13/2025","2,680.05","2,494.95","2,734.04","2,418.44","1.15M","7.39%"
"05/12/2025","2,495.73","2,515.22","2,621.09","2,413.02","1.19M","-0.77%"
"05/11/2025","2,515.22","2,583.94","2,594.80","2,440.65","924.22K","-2.65%"
"05/10/2025","2,583.78","2,345.27","2,597.68","2,322.81","1.13M","10.17%"
"05/09/2025","2,345.27","2,207.18","2,485.98","2,185.92","1.79M","6.31%"
"05/08/2025","2,206.13","1,811.20","2,225.02","1,809.09","1.61M","21.80%"
"05/07/2025","1,811.20","1,816.71","1,849.05","1,788.76","520.17K","-0.30%"
"05/06/2025","1,816.60","1,820.34","1,820.47","1,754.38","436.53K","-0.21%"
"05/05/2025","1,820.34","1,809.06","1,832.02","1,783.66","382.49K","0.62%"
"05/04/2025","1,809.05","1,833.94","1,849.68","1,803.91","267.55K","-1.36%"
"05/03/2025","1,833.93","1,842.06","1,848.21","1,812.76","251.34K","-0.44%"
"05/02/2025","1,842.06","1,838.09","1,869.96","1,814.42","464.79K","0.20%"
"05/01/2025","1,838.32","1,793.62","1,872.73","1,792.54","606.44K","2.49%"
"04/30/2025","1,793.58","1,798.40","1,816.38","1,736.41","533.70K","-0.27%"
"04/29/2025","1,798.47","1,799.26","1,841.95","1,781.40","537.56K","-0.04%"
"04/28/2025","1,799.24","1,790.21","1,826.35","1,748.24","681.19K","0.44%"
"04/27/2025","1,791.42","1,820.65","1,854.66","1,785.03","378.99K","-1.61%"
"04/26/2025","1,820.65","1,784.58","1,835.72","1,779.80","399.27K","1.94%"
"04/25/2025","1,785.96","1,769.60","1,825.49","1,739.39","664.67K","0.93%"
"04/24/2025","1,769.53","1,795.05","1,802.47","1,725.56","552.53K","-1.42%"
"04/23/2025","1,795.07","1,756.94","1,831.23","1,745.53","987.58K","2.22%"
"04/22/2025","1,756.11","1,578.44","1,767.10","1,545.34","1.22M","11.18%"
"04/21/2025","1,579.59","1,587.00","1,655.82","1,569.22","765.65K","-0.48%"
"04/20/2025","1,587.28","1,613.18","1,618.94","1,566.80","313.17K","-1.57%"
"04/19/2025","1,612.58","1,587.98","1,627.50","1,585.19","254.25K","1.49%"
"04/18/2025","1,588.93","1,584.61","1,600.54","1,573.76","227.75K","0.39%"
"04/17/2025","1,582.73","1,577.85","1,615.99","1,563.87","509.34K","0.35%"
"04/16/2025","1,577.14","1,587.39","1,611.43","1,539.11","687.09K","-0.73%"
"04/15/2025","1,588.80","1,625.32","1,660.34","1,584.81","543.64K","-2.15%"
"04/14/2025","1,623.73","1,596.46","1,690.44","1,596.14","747.30K","1.62%"
"04/13/2025","1,597.77","1,643.09","1,648.38","1,566.77","665.93K","-2.82%"
"04/12/2025","1,644.12","1,566.90","1,666.39","1,546.84","570.51K","4.94%"
"04/11/2025","1,566.77","1,519.63","1,587.87","1,507.56","653.52K","2.93%"
"04/10/2025","1,522.13","1,669.39","1,669.39","1,475.06","1.03M","-8.84%"
"04/09/2025","1,669.74","1,473.05","1,685.53","1,388.12","2.13M","13.33%"
"04/08/2025","1,473.40","1,550.31","1,618.47","1,450.32","990.64K","-5.13%"
"04/07/2025","1,553.01","1,585.21","1,633.22","1,422.80","2.35M","-1.75%"
"04/06/2025","1,580.65","1,805.11","1,816.30","1,539.45","1.08M","-12.50%"
"04/05/2025","1,806.47","1,816.96","1,827.20","1,767.51","224.66K","-0.54%"
"04/04/2025","1,816.36","1,816.86","1,835.30","1,760.71","641.06K","-0.01%"
"04/03/2025","1,816.53","1,795.92","1,844.01","1,752.70","566.79K","1.17%"
"04/02/2025","1,795.59","1,905.00","1,953.57","1,783.01","821.61K","-5.74%"
"04/01/2025","1,904.99","1,822.41","1,925.72","1,818.07","499.06K","4.56%"
